Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
APLE,"Apple Hospitality REIT, Inc.",18.46,4117502815,n/a,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aple
AIT,"Applied Industrial Technologies, Inc.",61.45,2398452308,n/a,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/ait
ATR,"AptarGroup, Inc.",82.43,5146002275,n/a,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/atr
WTR,"Aqua America, Inc.",31.76,5640628658,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/wtr
WAAS,AquaVenture Holdings Limited,16.3,430417425.1,n/a,2016,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/waas
ARMK,Aramark,36.83,8990724586,n/a,2013,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/armk
ABR,Arbor Realty Trust,8.2,425172050,n/a,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/abr
ABR^A,Arbor Realty Trust,25.8,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/abr^a
ABR^B,Arbor Realty Trust,25.27,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/abr^b
ABR^C,Arbor Realty Trust,25.75,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/abr^c
ABRN,Arbor Realty Trust,25.4578,0,n/a,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/abrn
ARC,"ARC Document Solutions, Inc.",3.76,174568674.6,n/a,2004,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/arc
ARCX,Arc Logistic Partners LP,14.57,284385666.9,n/a,2013,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/arcx
MT,ArcelorMittal,7.27,22287718018,n/a,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/mt
ARH^C,Arch Capital Group Ltd.,25.33,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arh^c
ARCH,"Arch Coal, Inc.",73.41,1836797409,n/a,2016,Energy,Coal Mining,http://www.nasdaq.com/symbol/arch
ADM,Archer-Daniels-Midland Company,41.96,23848264839,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/adm
AROC,"Archrock, Inc.",11.15,791421871,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/aroc
ARNC,Arconic Inc.,27.7,12210893551,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/arnc
ARNC^B,Arconic Inc.,43.12,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arnc^b
ARCO,Arcos Dorados Holdings Inc.,9.2,1938543261,n/a,2011,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/arco
ARD,Ardagh Group S.A.,21.76,5089576960,n/a,2017,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/ard
ASC,Ardmore Shipping Corporation,7.95,266926099.5,n/a,2013,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/asc
AFC,Ares Capital Corporation,25.55,204400000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afc
ARU,Ares Capital Corporation,25.87,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aru
ACRE,Ares Commercial Real Estate Corporation,12.97,369421345.3,n/a,2012,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/acre
ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",16.06,369247906.5,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/ardc
ARES,Ares Management L.P.,18.85,3990935440,n/a,2014,Finance,Investment Managers,http://www.nasdaq.com/symbol/ares
ARES^A,Ares Management L.P.,26.48,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ares^a
AGX,"Argan, Inc.",69.9,1082451758,n/a,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/agx
ANET,"Arista Networks, Inc.",146.82,10572196061,n/a,2014,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/anet
AI,Arlington Asset Investment Corp,14.15,334338563.1,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/ai
AIC,Arlington Asset Investment Corp,23.5,0,n/a,2015,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/aic
AIW,Arlington Asset Investment Corp,24.5,0,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/aiw
AHH,"Armada Hoffler Properties, Inc.",12.85,488494484.8,n/a,2013,Finance,Real Estate,http://www.nasdaq.com/symbol/ahh
ARR,"ARMOUR Residential REIT, Inc.",24.7,907288625.1,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/arr
ARR^A,"ARMOUR Residential REIT, Inc.",25.2,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arr^a
ARR^B,"ARMOUR Residential REIT, Inc.",24.66,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arr^b
AFI,"Armstrong Flooring, Inc.",19.63,543034387.2,n/a,2016,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/afi
AWI,Armstrong World Industries Inc,45.15,2401702418,n/a,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/awi
ARW,"Arrow Electronics, Inc.",75.6,6716510388,n/a,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/arw
AJG,Arthur J. Gallagher & Co.,54.73,9824801220,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/ajg
APAM,Artisan Partners Asset Management Inc.,28.3,2139228272,n/a,2013,Finance,Investment Managers,http://www.nasdaq.com/symbol/apam
ASA,ASA Gold and Precious Metals Limited,12.1601,234567173.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asa
ABG,Asbury Automotive Group Inc,56.2,1183167416,n/a,2002,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/abg
AHP,"Ashford Hospitality Prime, Inc.",10.13,323547722.5,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ahp
AHP^B,"Ashford Hospitality Prime, Inc.",20.0999,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahp^b
AHT,Ashford Hospitality Trust Inc,5.93,578175000,n/a,2003,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aht
AHT^A,Ashford Hospitality Trust Inc,25.6098,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^a
AHT^D,Ashford Hospitality Trust Inc,25.31,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^d
AHT^F,Ashford Hospitality Trust Inc,25.0604,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^f
AHT^G,Ashford Hospitality Trust Inc,24.55,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^g
ASH,Ashland Global Holdings Inc.,121.75,7574911715,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/ash
ASH$,Ashland Global Holdings Inc.,59.8,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ash$
APB,"Asia Pacific Fund, Inc. (The)",12.16,125783927.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/apb
GRR,"Asia Tigers Fund, Inc. (The)",11.9108,41422963.36,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grr
ASPN,"Aspen Aerogels, Inc.",4.25,99910772.25,n/a,2014,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/aspn
AHL,Aspen Insurance Holdings Limited,50.45,3026416495,n/a,2003,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ahl
AHL^B.CL,Aspen Insurance Holdings Limited,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahl^b.cl
AHL^C,Aspen Insurance Holdings Limited,27.75,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahl^c
AHL^D,Aspen Insurance Holdings Limited,24.61,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahl^d
ASB,Associated Banc-Corp,24.6,3747068408,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asb
ASB^C,Associated Banc-Corp,26.22,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asb^c
ASB^D,Associated Banc-Corp,24.55,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asb^d
AC,"Associated Capital Group, Inc.",33.9,821351641.8,n/a,2015,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ac
AIZ,"Assurant, Inc.",102.05,5591115196,n/a,2004,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/aiz
AGO,Assured Guaranty Ltd.,38.7,4714366275,n/a,2004,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ago
AGO^B,Assured Guaranty Ltd.,26.33,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ago^b
AGO^E,Assured Guaranty Ltd.,25.9299,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ago^e
AGO^F,Assured Guaranty Ltd.,25.19,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ago^f
AF,Astoria Financial Corporation,19.56,1989753499,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/af
AF^C,Astoria Financial Corporation,25.79,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/af^c
AZN,Astrazeneca PLC,34,86088000000,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/azn
HOME,At Home Group Inc.,18.74,1131273232,n/a,2016,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/home
T,AT&T Inc.,38.49,2.36637E+11,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/t
ATTO,Atento S.A.,10.35,764958729.6,n/a,2014,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/atto
ATH,Athene Holding Ltd.,52.99,11248615777,n/a,2016,Finance,Life Insurance,http://www.nasdaq.com/symbol/ath
ATKR,Atkore International Group Inc.,22.11,1402363364,n/a,2016,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/atkr
AT,Atlantic Power Corporation,2.4,276550792.8,n/a,n/a,Energy,Electric Utilities: Central,http://www.nasdaq.com/symbol/at
ATO,Atmos Energy Corporation,81.34,8564155121,n/a,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/ato
ATW,"Atwood Oceanics, Inc.",8.15,656205400,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/atw
AUO,AU Optronics Corp,3.74,3599467671,n/a,2002,Technology,Semiconductors,http://www.nasdaq.com/symbol/auo
ATHM,Autohome Inc.,37.08,4275221066,n/a,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/athm
ALV,"Autoliv, Inc.",102.59,9061274676,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/alv
AN,"AutoNation, Inc.",39.36,3985648980,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/an
AZO,"AutoZone, Inc.",680.72,19337315148,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/azo
AVB,"AvalonBay Communities, Inc.",192.04,26460437459,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/avb
AGR,"Avangrid, Inc.",44.27,13682497513,n/a,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/agr
ACP,Avenue Income Credit Strategies Fund,14.17,185259600.2,n/a,2011,n/a,n/a,http://www.nasdaq.com/symbol/acp
AVY,Avery Dennison Corporation,83.35,7381273960,n/a,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/avy
AVH,Avianca Holdings S.A.,7.1,888660779,n/a,2013,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/avh
AVA,Avista Corporation,41.31,2659872204,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/ava
AVT,"Avnet, Inc.",37.31,4663526476,n/a,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/avt
AVP,"Avon Products, Inc.",3.67,1614240978,n/a,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/avp
AVX,AVX Corporation,16.53,2773206528,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/avx
AXTA,Axalta Coating Systems Ltd.,31.18,7548708120,n/a,2014,Basic Industries,Paints/Coatings,http://www.nasdaq.com/symbol/axta
AXS,Axis Capital Holdings Limited,62.96,5325150882,n/a,2003,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/axs
AXS^D,Axis Capital Holdings Limited,25.04,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/axs^d
AXS^E,Axis Capital Holdings Limited,24.4,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/axs^e
AXON          ,Axovant Sciences Ltd.,22.21,2374587125,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/axon
AZUL,Azul S.A.,24.2,22480954404,n/a,2017,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/azul
AZRE,Azure Power Global Limited,16.64,431241507.8,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/azre
AZZ,AZZ Inc.,56.15,1461055679,n/a,n/a,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/azz
BGS,"B&G Foods, Inc.",40.6,2698863644,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/bgs
BW,Babcock,10.41,508337955.4,n/a,2015,Capital Goods,Building Products,http://www.nasdaq.com/symbol/bw
BGH,Babson Global Short Duration High Yield Fund,20.32,407575491.7,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/bgh
BMI,"Badger Meter, Inc.",37.85,1101966111,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bmi
BHI,Baker Hughes Incorporated,58.26,24787516036,n/a,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/bhi
BBN,BalckRock Taxable Municipal Bond Trust,22.72,1297631943,n/a,2010,n/a,n/a,http://www.nasdaq.com/symbol/bbn
BLL,Ball Corporation,80.36,14109444544,n/a,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/bll
BGE^B,Baltimore Gas & Electric Company,25.9,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bge^b
BANC,"Banc of California, Inc.",20.15,1061592816,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banc
BANC^C,"Banc of California, Inc.",27.2615,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/banc^c
BANC^D,"Banc of California, Inc.",26.65,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/banc^d
BANC^E,"Banc of California, Inc.",26.4,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/banc^e
BBVA,Banco Bilbao Viscaya Argentaria S.A.,8.1,53189583460,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bbva
BBD,Banco Bradesco Sa,10.23,565911835.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbd
BBDO,Banco Bradesco Sa,9.6469,58702096136,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbdo
BCH,Banco De Chile,74.62,12141214622,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bch
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",27.43,1075996610,n/a,1992,Finance,Commercial Banks,http://www.nasdaq.com/symbol/blx
BSBR,Banco Santander Brasil SA,9.07,68207406770,n/a,2009,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bsbr
BSAC,Banco Santander Chile,23.77,11198409493,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bsac
SAN,"Banco Santander, S.A.",6.63,96680918848,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/san
SAN^A,"Banco Santander, S.A.",25.76,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^a
SAN^B,"Banco Santander, S.A.",24.45,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^b
SAN^C,"Banco Santander, S.A.",25.67,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^c
SAN^I,"Banco Santander, S.A.",25.818,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^i
CIB,BanColombia S.A.,43.19,10385327033,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/cib
BXS,"BancorpSouth, Inc.",29.55,2699199184,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bxs
BAC,Bank of America Corporation,24,2.38846E+11,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bac
BAC.WS.A,Bank of America Corporation,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac.ws.a
BAC.WS.B,Bank of America Corporation,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac.ws.b
BAC^A,Bank of America Corporation,26.15,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^a
BAC^C,Bank of America Corporation,26.21,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^c
BAC^D,Bank of America Corporation,25.76,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^d
BAC^E,Bank of America Corporation,23.64,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^e
BAC^I,Bank of America Corporation,25.8,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^i
BAC^L,Bank of America Corporation,1222.99,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^l
BAC^W,Bank of America Corporation,26.84,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bac^w
BAC^Y,Bank of America Corporation,26.84,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bac^y
BML^G,Bank of America Corporation,21.8326,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^g
BML^H,Bank of America Corporation,21.942,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^h
BML^I,Bank of America Corporation,25.63,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^i
BML^J,Bank of America Corporation,24.62,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^j
BML^L,Bank of America Corporation,23.46,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^l
BOH,Bank of Hawaii Corporation,80.07,3420005088,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/boh
BMO,Bank Of Montreal,68.6,44732768399,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bmo
NTB,Bank of N.T. Butterfield & Son Limited (The),34.17,1853906232,n/a,2016,Finance,Commercial Banks,http://www.nasdaq.com/symbol/ntb
BK,Bank Of New York Mellon Corporation (The),46.76,48624649455,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bk
BK^C,Bank Of New York Mellon Corporation (The),25.34,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bk^c
BNS,Bank of Nova Scotia (The),54.9,66117965258,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bns
RATE,"Bankrate, Inc.",10.55,944357887.8,n/a,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/rate
BKU,"BankUnited, Inc.",34.13,3646088514,n/a,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bku
BCS,Barclays PLC,10.63,45115675165,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bcs
BCS^D,Barclays PLC,26.41,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bcs^d
MCI,Barings Corporate Investors,15.46,306573160.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mci
MPV,Barings Participation Investors,14.7,152946105.9,n/a,1988,n/a,n/a,http://www.nasdaq.com/symbol/mpv
BNED,"Barnes & Noble Education, Inc",9.82,456118230.7,n/a,2015,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bned
BKS,"Barnes & Noble, Inc.",7.95,576122015.1,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bks
B,"Barnes Group, Inc.",55.08,2959094511,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/b
CUDA,"Barracuda Networks, Inc.",21.79,1149997560,n/a,2013,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/cuda
ABX,Barrick Gold Corporation,16.87,19666621618,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/abx
BAS,"Basic Energy Services, Inc.",27.99,727754358.9,n/a,2005,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/bas
BAX,Baxter International Inc.,56.19,30548767516,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bax
BTE,Baytex Energy Corp,3.22,754137169.8,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bte
BBT,BB&T Corporation,43.01,34897032990,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbt
BBT^D,BB&T Corporation,25.3022,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^d
BBT^E,BB&T Corporation,25.13,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^e
BBT^F,BB&T Corporation,24.94,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^f
BBT^G,BB&T Corporation,24.9684,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^g
BBT^H,BB&T Corporation,25.73,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^h
BFR,BBVA Banco Frances S.A.,17.91,3205160759,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bfr
BCE,"BCE, Inc.",44.73,40233313407,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/bce
BZH,"Beazer Homes USA, Inc.",14.67,492116005.8,n/a,1994,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/bzh
BDX,"Becton, Dickinson and Company",184.62,39384189257,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bdx
BDC,Belden Inc,71.32,3014812937,n/a,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/bdc
BDC^B,Belden Inc,99.62,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bdc^b
BXE,Bellatrix Exploration Ltd,0.7388,182177609.7,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bxe
BEL,Belmond Ltd.,12.1,1235674627,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/bel
BMS,"Bemis Company, Inc.",44.21,4065151897,n/a,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/bms
BHE,"Benchmark Electronics, Inc.",32.1,1596516837,n/a,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/bhe
BRK.A,Berkshire Hathaway Inc.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/brk.a
BRK.B,Berkshire Hathaway Inc.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/brk.b
BHLB,"Berkshire Hills Bancorp, Inc.",36.4,1300535600,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/bhlb
BERY,"Berry Global Group, Inc.",56.18,7275310000,n/a,2012,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/bery
BBY,"Best Buy Co., Inc.",51.11,15711738031,n/a,n/a,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/bby
